doi|title|authors|author_corresponding|author_corresponding_institution|date|version|type|license|category|jatsxml|abstract|published|server
10.1101/183871|Numb prevents a complete EMT by modulating Notch signalling|Bocci, F.; Jolly, M. K.; Tripathi, S. C.; Aguilar, M.; Hanash, S.; Levine, H.; Onuchic, J. N.|Mohit Kumar  Jolly|Rice University|2017-09-02|1|new results|cc_by_nc|cancer biology|https://www.biorxiv.org/content/early/2017/09/02/183871.source.xml|Epithelial-Mesenchymal Transition (EMT) plays key roles during embryonic development, wound healing, and cancer metastasis. Cells in a partial EMT or hybrid epithelial/mesenchymal (E/M) phenotype tend to exhibit collective cell migration, forming clusters of circulating tumour cells - the primary drivers of metastasis. Activation of cell-cell signalling pathways such as Notch fosters a partial or complete EMT, yet the mechanisms enabling cluster formation remain poorly understood. Using an integrated computational-experimental approach, we examine the role of Numb - an inhibitor of Notch intercellular signalling - in mediating EMT and clusters formation of hybrid E/M cells. Knockdown of Numb in stable hybrid E/M cells H1975 results in a full EMT, thereby showing that Numb acts as a brake for a full EMT. Consistent with this observation, we show via a mathematical model that Numb inhibits a full EMT by stabilizing a hybrid E/M phenotype. Thus, Numb can behave as a  phenotypic stability factor by modulating Notch-driven EMT. By generalizing the mathematical model to a multi-cell level, Numb is predicted to alter the balance of hybrid E/M versus mesenchymal cells in clusters, potentially resulting in a higher tumour-initiation ability. Finally, Numb correlates with a poor survival in multiple independent lung and ovarian cancer datasets, hence confirming its relationship with increased cancer aggressiveness.\n\nMajor Findings: we adopt an integrative computational-experimental approach to identify that Numb, an inhibitor of Notch signalling, can stabilize a hybrid epithelial/mesenchymal (E/M) phenotype. We show that knockdown of Numb in H1975 cells that display a stable hybrid E/M state is sufficient to destabilize a hybrid E/M state and push them to a full EMT phenotype. Next, we develop a mechanism-based mathematical model that recapitulates this ability of Numb in maintaining a hybrid E/M state, and predicts that Numb can alter the relative frequency of hybrid E/M and mesenchymal cells at a tissue level or in clusters of circulating tumor cells (CTCs) - the primary drivers of metastasis. Finally, we show that across cancer types, Numb correlates with worse patient survival, thus reinforcing the emerging notion that a hybrid E/M, but not necessarily a completely mesenchymal, phenotype associates with elevated tumour progression.|10.1098/rsif.2017.0512|biorxiv
10.1101/183855|HIV-1 initiates genomic RNA packaging in a unique subset of host RNA granules|Lingappa, J. R.; Tanaka, M.; Barajas, B. C.; Robinson, B. A.; Phuong, D. J.; Chutiraka, K.; Reed, J. C.|Jaisri R. Lingappa|University of Washington|2017-09-02|1|new results|cc_no|microbiology|https://www.biorxiv.org/content/early/2017/09/02/183855.source.xml|How HIV-1 genomic RNA (gRNA) is packaged into assembling virus remains unclear. Here, we use biochemical and in situ approaches to identify the complex in which the capsid protein Gag first associates with gRNA, termed the packaging initiation complex. First, we show that in the absence of assembling Gag, non-nuclear non-translating gRNA is nearly absent from the soluble fraction of provirus-expressing cells, and is found instead primarily in complexes >30S. When we express a Gag mutant known to be arrested at packaging initiation, we find only one complex containing Gag and gRNA; thus, this complex corresponds to the packaging initiation complex. This [~]80S complex also contains two cellular facilitators of assembly, ABCE1 and the RNA granule protein DDX6, and therefore corresponds to a co-opted host RNA granule and a previously described capsid assembly intermediate. Additionally, we find this granule-derived packaging initiation complex in HIV-1-infected H9 T cells, and demonstrate that wild-type Gag forms both the packaging initiation complex and a larger granule-derived complex corresponding to a late packaging/assembly intermediate. We also demonstrate that packaging initiation complexes are far more numerous than P bodies in situ. Finally, we show that Gag enters the [~]80S granule to form the packaging initiation complex via a two-step mechanism. In a step that is independent of a gRNA-binding domain, Gag enters a broad class of RNA granules, most of which lack gRNA. In a second step that is dependent on the gRNA-binding nucleocapsid domain of Gag or a heterologous gRNA-binding domain, Gag enters a gRNA-containing subset of these granules. Thus, we conclude that packaging in cells does not result from random encounters between Gag and gRNA; instead our data support a fundamentally different model in which Gag is directed to gRNA within a unique host RNA granule to initiate this critical event in HIV-1 replication.\n\nNontechnical SummaryTo form infectious virus, the HIV-1 capsid protein Gag must associate with and package the viral genomic RNA (gRNA) during the virus assembly process. HIV-1 Gag first associates with gRNA in the cytoplasm, forming a complex termed the packaging initiation complex; this complex subsequently targets to the plasma membrane where Gag completes the assembly and packaging process before releasing the virus from the cell. Although the packaging initiation complex is critical for infectious virus formation, its identity and composition, and the mechanism by which it is formed, remain unknown. Here we identify the packaging initiation complex, and demonstrate that it corresponds to a host RNA granule that is co-opted by the virus. RNA granules are diverse complexes utilized by host cells for all aspects of RNA storage and metabolism besides translation. Our study also defines the mechanism by which HIV-1 Gag enters this host RNA granule to form the packaging initiation complex, and reveal that it involves two steps that depend on different regions of Gag. Our finding that Gag co-opts a poorly studied host complex to first associate with gRNA during packaging provides a new paradigm for understanding this critical event in the viral life cycle.|10.1371/journal.ppat.1006977|biorxiv
10.1101/183855|HIV-1 initiates genomic RNA packaging in a unique subset of host RNA granules|Tanaka, M.; Barajas, B. C.; Robinson, B. A.; Phuong, D. J.; Chutiraka, K.; Reed, J. C.; Lingappa, J. R.|Jaisri R. Lingappa|University of Washington|2017-09-06|2|new results|cc_no|microbiology|https://www.biorxiv.org/content/early/2017/09/06/183855.source.xml|How HIV-1 genomic RNA (gRNA) is packaged into assembling virus remains unclear. Here, we use biochemical and in situ approaches to identify the complex in which the capsid protein Gag first associates with gRNA, termed the packaging initiation complex. First, we show that in the absence of assembling Gag, non-nuclear non-translating gRNA is nearly absent from the soluble fraction of provirus-expressing cells, and is found instead primarily in complexes >30S. When we express a Gag mutant known to be arrested at packaging initiation, we find only one complex containing Gag and gRNA; thus, this complex corresponds to the packaging initiation complex. This [~]80S complex also contains two cellular facilitators of assembly, ABCE1 and the RNA granule protein DDX6, and therefore corresponds to a co-opted host RNA granule and a previously described capsid assembly intermediate. Additionally, we find this granule-derived packaging initiation complex in HIV-1-infected H9 T cells, and demonstrate that wild-type Gag forms both the packaging initiation complex and a larger granule-derived complex corresponding to a late packaging/assembly intermediate. We also demonstrate that packaging initiation complexes are far more numerous than P bodies in situ. Finally, we show that Gag enters the [~]80S granule to form the packaging initiation complex via a two-step mechanism. In a step that is independent of a gRNA-binding domain, Gag enters a broad class of RNA granules, most of which lack gRNA. In a second step that is dependent on the gRNA-binding nucleocapsid domain of Gag or a heterologous gRNA-binding domain, Gag enters a gRNA-containing subset of these granules. Thus, we conclude that packaging in cells does not result from random encounters between Gag and gRNA; instead our data support a fundamentally different model in which Gag is directed to gRNA within a unique host RNA granule to initiate this critical event in HIV-1 replication.\n\nNontechnical SummaryTo form infectious virus, the HIV-1 capsid protein Gag must associate with and package the viral genomic RNA (gRNA) during the virus assembly process. HIV-1 Gag first associates with gRNA in the cytoplasm, forming a complex termed the packaging initiation complex; this complex subsequently targets to the plasma membrane where Gag completes the assembly and packaging process before releasing the virus from the cell. Although the packaging initiation complex is critical for infectious virus formation, its identity and composition, and the mechanism by which it is formed, remain unknown. Here we identify the packaging initiation complex, and demonstrate that it corresponds to a host RNA granule that is co-opted by the virus. RNA granules are diverse complexes utilized by host cells for all aspects of RNA storage and metabolism besides translation. Our study also defines the mechanism by which HIV-1 Gag enters this host RNA granule to form the packaging initiation complex, and reveal that it involves two steps that depend on different regions of Gag. Our finding that Gag co-opts a poorly studied host complex to first associate with gRNA during packaging provides a new paradigm for understanding this critical event in the viral life cycle.|10.1371/journal.ppat.1006977|biorxiv
10.1101/179994|Caffeic Acid Phenethyl Ester (CAPE) Inhibits Growth of Chromosomally instable bub1Δ mutant in Saccharomyces cerevisiae|Azman, Z. N.; Kiyici, A.; Oncel, M.; Yilmaz, H. R.; Gunduz, E.; Gunduz, M.; Basrai, M. A.; Ciftci-Yilmaz, S.|Sultan  Ciftci-Yilmaz|University of Dammam|2017-09-02|1|new results|cc_no|genetics|https://www.biorxiv.org/content/early/2017/09/02/179994.source.xml|Chromosomal instability (CIN) is a hallmark of cancer cells. Spindle Assembly Checkpoint (SAC) proteins such as Bub1 monitor errors in chromosome segregation and cause cell cycle delay to prevent CIN. Altered expression of BUBl is observed in several tumor samples and cancer cell lines which display CIN. Caffeic Acid Phenethyl Ester (CAPE) which is an active component of propolis obtained from bee hives has anti-inflammatory antioxidant and anticarcinogenic properties. We used budding yeast S. cerevisiae as a model organism to investigate the molecular mechanism by which CAPE can inhibit the growth of cells with high levels of CIN. Here we show that CAPE leads to growth inhibition of bub1{Delta} strains. CAPE treatment suppressed chromosome mis-segregation in bub1{Delta} strain possibly due to apoptosis of chromosomally instable bub1{Delta} cells. We propose that CAPE may serve as a potential therapeutic agent for treatment of BUB1 deficient cancers and other cancers that exhibit CIN.|NA|biorxiv
10.1101/183962|What exactly is ‘N’ in cell culture and animal experiments?|Lazic, S. E.; Clarke-Williams, C. J.; Munafo, M. R.|Stanley E Lazic|AstraZeneca|2017-09-02|1|new results|cc_by|neuroscience|https://www.biorxiv.org/content/early/2017/09/02/183962.source.xml|Biologists establish the existence of experimental effects by applying treatments or interventions to biological entities or units, such as people, animals, slice preparations, or cells. When done appropriately, independent replication of the entity-intervention pair contributes to the sample size (N) and forms the basis of statistical inference. However, sometimes the appropriate entity-intervention pair may not be obvious, and the wrong choice can make an experiment worthless. We surveyed a random sample of published animal experiments from 2011 to 2016 where interventions were applied to parents but effects examined in the offspring, as regulatory authorities have provided clear guidelines on replication with such designs. We found that only 22% of studies (95% CI = 17% to 29%) replicated the correct entity-intervention pair and thus made valid statistical inferences. Approximately half of the studies (46%, 95% CI = 38% to 53%) had pseudoreplication while 32% (95% CI = 26% to 39%) provided insufficient information to make a judgement. Pseudoreplication artificially inflates the sample size, leading to more false positive results and inflating the apparent evidence supporting a scientific claim. It is hard for science to advance when so many experiments are poorly designed and analysed. We argue that distinguishing between biological units, experimental units, and observational units clarifies where replication should occur, describe the criteria for genuine replication, and provide guidelines for designing and analysing in vitro, ex vivo, and in vivo experiments.|10.1371/journal.pbio.2005282|biorxiv
10.1101/183707|A topographic visual pathway into the central brain of Drosophila|Timaeus, L.; Geid, L.; Hummel, T.|Thomas  Hummel|University of Vienna|2017-09-02|1|new results|cc_by|neuroscience|https://www.biorxiv.org/content/early/2017/09/02/183707.source.xml|The visual system is characterized by a strict topographic organization from the retina towards multiple layers of synaptic integration. Recent studies in Drosophila have shown that in the transition from the optic lobes to the central brain, due to convergence of columnar neurons onto optic glomeruli, distinct synaptic units employed in the computation of different visual features, the retinotopic representation is lost in these circuits. However, functional imaging revealed a spatial representation of visual cues in the Drosophila central complex, raising the question about the underlying circuitry, which bypasses optic glomerulus convergence.\n\nWhile characterizing afferent arborizations within Drosophila visual glomeruli, we discovered a spatial segregation of topographic and non-topographic projections from distinct molecular classes of medulla projection neurons, medullo-tubercular (MeTu) neurons, into a specific central brain glomerulus, the anterior optic tubercle (AOTu). Single cell analysis revealed that topographic information is organized by ensembles of MeTu neurons (type 1), forming parallel channels within the AOTu, while a separate class of MeTu neurons (type 2) displays convergent projection, associated with a loss of spatial resolution. MeTu afferents in the AOTu synapse onto a matching topographic field of output projection neurons, these tubercular-bulbar (TuBu) neurons relay visual information towards dendritic fields of central complex ring neurons in the bulb neuropil. Within the bulb, neuronal proximity of the topographic AOTu map as well as channel identity is maintained despite the absence of a stereotyped map organization, providing the structural basis for spatial representation of visual information in the central complex (CX). TuBu neurons project onto dendritic fields of efferent ring neurons, where distinct sectors of the bulb correspond to a distinct ring domain in the ellipsoid body. We found a stereotypic circuitry for each analyzed TuBu class, thus the individual channels of peripheral topography are maintained in the central complex structure. Together with previous data showing rough topography within the lobula AOTu domain, our results on the organization of medulla projection neurons define the AOTu neuropil as the main relay station for spatial information from the optic lobes into the central brain.|NA|biorxiv
10.1101/183707|A topographic visual pathway into the central brain of Drosophila|Timaeus, L.; Geid, L.; Hummel, T.|Thomas  Hummel|University of Vienna|2017-09-05|2|new results|cc_no|neuroscience|https://www.biorxiv.org/content/early/2017/09/05/183707.source.xml|The visual system is characterized by a strict topographic organization from the retina towards multiple layers of synaptic integration. Recent studies in Drosophila have shown that in the transition from the optic lobes to the central brain, due to convergence of columnar neurons onto optic glomeruli, distinct synaptic units employed in the computation of different visual features, the retinotopic representation is lost in these circuits. However, functional imaging revealed a spatial representation of visual cues in the Drosophila central complex, raising the question about the underlying circuitry, which bypasses optic glomerulus convergence.\n\nWhile characterizing afferent arborizations within Drosophila visual glomeruli, we discovered a spatial segregation of topographic and non-topographic projections from distinct molecular classes of medulla projection neurons, medullo-tubercular (MeTu) neurons, into a specific central brain glomerulus, the anterior optic tubercle (AOTu). Single cell analysis revealed that topographic information is organized by ensembles of MeTu neurons (type 1), forming parallel channels within the AOTu, while a separate class of MeTu neurons (type 2) displays convergent projection, associated with a loss of spatial resolution. MeTu afferents in the AOTu synapse onto a matching topographic field of output projection neurons, these tubercular-bulbar (TuBu) neurons relay visual information towards dendritic fields of central complex ring neurons in the bulb neuropil. Within the bulb, neuronal proximity of the topographic AOTu map as well as channel identity is maintained despite the absence of a stereotyped map organization, providing the structural basis for spatial representation of visual information in the central complex (CX). TuBu neurons project onto dendritic fields of efferent ring neurons, where distinct sectors of the bulb correspond to a distinct ring domain in the ellipsoid body. We found a stereotypic circuitry for each analyzed TuBu class, thus the individual channels of peripheral topography are maintained in the central complex structure. Together with previous data showing rough topography within the lobula AOTu domain, our results on the organization of medulla projection neurons define the AOTu neuropil as the main relay station for spatial information from the optic lobes into the central brain.|NA|biorxiv
10.1101/184044|Temporally-Feathered Intensity Modulated Radiation Therapy: A technique to reduce normal tissue toxicity|Alfonso, J. C. L.; Parsai, S.; Joshi, N.; Godley, A.; Koyfman, S. A.; Caudell, J. J.; Fuller, C. D.; Enderling, H.; Scott, J.|Jacob  Scott|Department of Radiation Oncology, Cleveland Clinic, Cleveland, OH, USA|2017-09-03|1|new results|cc_by_nd|biophysics|https://www.biorxiv.org/content/early/2017/09/03/184044.source.xml|"PurposeIntensity modulated radiation therapy (IMRT) has allowed optimization of three-dimensional spatial radiation dose distributions permitting target coverage while reducing normal tissue toxicity. However, radiation-induced normal tissue toxicity is a major contributor to patients quality of life and often a dose-limiting factor in the definitive treatment of cancer with radiation therapy. We propose the next logical step in the evolution of IMRT using canonical radiobiological principles, optimizing the temporal dimension through which radiation therapy is delivered to further reduce radiation-induced toxicity by increased time for normal tissue recovery. We term this novel treatment planning strategy \""temporally feathered radiotherapy\"" (TFRT).\n\nMethodsTFRT plans were generated as a composite of five simulated treatment plans each with altered constraints on particular hypothetical organs at risk (OARs) to be delivered sequentially. For each of these TFRT plans, OARs chosen for feathering receive higher doses while the remaining OARs receive lower doses than the standard fractional dose delivered in a conventional fractionated IMRT plan. Each TFRT plan is delivered a specific weekday, which in effect leads to a higher dose once weekly followed by four lower fractional doses to each temporally feathered OAR. We compared normal tissue toxicity between TFRT and conventional fractionated IMRT plans by using a dynamical mathematical model to describe radiation-induced tissue damage and repair over time.\n\nResultsModel-based simulations of TFRT demonstrated potential for reduced normal tissue toxicity compared to conventionally planned IMRT. The sequencing of high and low fractional doses delivered to OARs by TFRT plans suggested increased normal tissue recovery, and hence less overall radiation-induced toxicity, despite higher total doses delivered to OARs compared to conventional fractionated IMRT plans. The magnitude of toxicity reduction by TFRT planning was found to depend on the corresponding standard fractional dose of IMRT and organ-specific recovery rate of sublethal radiation-induced damage.\n\nConclusionsTFRT is a novel technique for treatment planning and optimization of therapeutic radiotherapy that considers the non-linear aspects of tissue repair to optimize toxicity profiles. Model-based simulations of TFRT to carefully conceptualized clinical cases have demonstrated potential for normal tissue toxicity reduction in a previously described dynamical model of normal tissue complication probability (NTCP)."|10.1002/mp.12988|biorxiv
10.1101/183806|Neither pulled nor pushed: Genetic drift and front wandering uncover a new class of reaction-diffusion waves|Birzu, G.; Hallatschek, O.; Korolev, K. S.|Kirill S. Korolev|Boston University|2017-09-03|1|new results|cc_no|ecology|https://www.biorxiv.org/content/early/2017/09/03/183806.source.xml|Short AbstractTraveling waves describe diverse natural phenomena from crystal growth in physics to range expansions in biology. Two classes of waves exist with very different properties: pulled and pushed. Pulled waves are driven by high growth rates at the expansion edge, where the number of organisms is small and fluctuations are large. In contrast, fluctuations are suppressed in pushed waves because the region of maximal growth is shifted towards the population bulk. Although it is commonly believed that expansions are either pulled or pushed, we found an intermediate class of waves with bulk-driven growth, but exceedingly large fluctuations. These waves are unusual because their properties are controlled by both the leading edge and the bulk of the front.\n\nLong AbstractEpidemics, flame propagation, and cardiac rhythms are classic examples of reaction-diffusion waves that describe a switch from one alternative state to another. Only two types of waves are known: pulled, driven by the leading edge, and pushed, driven by the bulk of the wave. Here, we report a distinct class of semi-pushed waves for which both the bulk and the leading edge contribute to the dynamics. These hybrid waves have the kinetics of pushed waves, but exhibit giant fluctuations similar to pulled waves. The transitions between pulled, semi-pushed, and fully-pushed waves occur at universal ratios of the wave velocity to the Fisher velocity. We derive these results in the context of a species invading a new habitat by examining front diffusion, rate of diversity loss, and fluctuation-induced corrections to the expansion velocity. All three quantities decrease as a power law of the population density with the same exponent. We analytically calculate this exponent taking into account the fluctuations in the shape of the wave front. For fully-pushed waves, the exponent is -1 consistent with the central limit theorem. In semi-pushed waves, however, the fluctuations average out much more slowly, and the exponent approaches 0 towards the transition to pulled waves. As a result, a rapid loss of genetic diversity and large fluctuations in the position of the front occur even for populations with cooperative growth and other forms of an Allee effect. The evolutionary outcome of spatial spreading in such populations could therefore be less predictable than previously thought.|NA|biorxiv
10.1101/181776|GIGYF2 mediates post-transcriptional mRNA repression through recruitment of the CCR4/NOT complex|Amaya Ramirez, C. C.; Hubbe, P.; Mandel, N.; Bethune, J.|Julien  Béthune|Heidelberg University|2017-09-03|1|new results|cc_by_nc|biochemistry|https://www.biorxiv.org/content/early/2017/09/03/181776.source.xml|Initially identified as a factor involved in tyrosine kinase receptor signalling, GRB10-interacting GYF protein 2 (GIGYF2) has later been shown to interact with the 5 cap-binding protein m4EHP as part of a translation repression complex, and to mediate post-transcriptional repression of tethered reporter mRNAs. We recently observed that GIGYF2 also interacts with the miRNA-induced silencing complex and modulates its translation repression activity. Here we have further investigated how GIGYF2 represses mRNA function. In RNA tethering reporter assays we show that GIGYF2 exerts its action through a combination of translational repression and stimulated mRNA decay. Using truncation variants we identify two distinct effector domains within GIGYF2. In this assay GIGYF2-mediated repression is independent of m4EHP but dependent on the deadenylation activity of the CCR4/NOT complex. We further show that GIGYF2 interacts with multiple subunits of the CCR4/NOT complex and interestingly depletion of the CNOT1 scaffold subunit does not affect GIGYF2-mediated repression. Finally, we identify endogenous mRNA targets of GIGYF2 that recapitulate m4EHP - independent repression. Altogether, we propose that GIGYF2 has two distinct mechanisms of repression: one depends on m4EHP binding and affects translation, the other is m4EHP-independent and relies on the deadenylation activity of the CCR4/NOT complex.|10.1093/nar/gky198|biorxiv
10.1101/183988|Temporal epigenomic profiling identifies AHR as dynamic super-enhancer controlled regulator of mesenchymal multipotency|Gerard, D.; Schmidt, F.; Ginolhac, A.; Schmitz, M.; Halder, R.; Ebert, P.; Schulz, M. H.; Sauter, T.; Sinkkonen, L.|Lasse  Sinkkonen|University of Luxembourg|2017-09-03|1|new results|cc_by|bioinformatics|https://www.biorxiv.org/content/early/2017/09/03/183988.source.xml|Temporal data on gene expression and context-specific open chromatin states can improve identification of key transcription factors (TFs) and the gene regulatory networks (GRNs) controlling cellular differentiation. However, their integration remains challenging. Here, we delineate a general approach for data-driven and unbiased identification of key TFs and dynamic GRNs, called EPIC-DREM. We generated time-series transcriptomic and epigenomic profiles during differentiation of mouse multipotent bone marrow stromal cells (MSCs) towards adipocytes and osteoblasts. Using our novel approach we constructed time-resolved GRNs for both lineages. To prioritize the identified shared regulators, we mapped dynamic super-enhancers in both lineages and associated them to target genes with correlated expression profiles. We identified aryl hydrocarbon receptor (AHR) and Glis family zinc finger 1 (GLIS1) as mesenchymal key TFs controlled by dynamic MSC-specific super-enhancers that become repressed in both lineages. AHR and GLIS1 control differentiation-induced genes and we propose they function as guardians of mesenchymal multipotency.|10.1093/nar/gky1240|biorxiv
10.1101/183897|Stochastic microbial community assembly decreases biogeochemical function|Graham, E. B.; Stegen, J. C.|Emily B. Graham|Pacific Northwest National Laboratory|2017-09-03|1|new results|cc_by_nc_nd|ecology|https://www.biorxiv.org/content/early/2017/09/03/183897.source.xml|Ecological mechanisms influence relationships among microbial communities, which in turn impact biogeochemistry. In particular, microbial communities are assembled by deterministic (e.g., selection) and stochastic (e.g., dispersal) processes, and the relative influence of these two process types is hypothesized to alter the influence of microbial communities over biogeochemical function, which we define generically to represent any biogeochemical reaction of interest. We used an ecological simulation model to evaluate this hypothesis. We assembled receiving communities under different levels of dispersal from a source community that was assembled purely by deterministic selection. The dispersal scenarios ranged from no dispersal (i.e., selection-only) to dispersal rates high enough to overwhelm selection (i.e., homogenizing dispersal). We used an aggregate measure of community fitness to infer its biogeochemical function relative to other communities. We also used ecological null models to further link the relative influence of deterministic assembly to function. We found that increasing rates of dispersal decrease biogeochemical function by increasing the proportion of maladapted taxa in a local community. Niche breadth was also a key determinant of biogeochemical function, suggesting a tradeoff between the function of generalist and specialist species. Together, our results highlight the influence of spatial processes on biogeochemical function and indicate the need to account for such effects in models that aim to predict biogeochemical function under future environmental scenarios.|10.3390/pr5040065|biorxiv
10.1101/184119|Comparison of two ancient DNA extraction protocols for skeletal remains from tropical environments|Nieves-Colon, M. A.; Ozga, A. T.; Pestle, W. J.; Cucina, A.; Tiesler, V.; Stanton, T. W.; Stone, A. C.|Maria A. Nieves-Colón|Arizona State University|2017-09-03|1|new results|cc_by_nc_nd|genetics|https://www.biorxiv.org/content/early/2017/09/03/184119.source.xml|ObjectivesThe tropics harbor a large part of the worlds biodiversity and have a long history of human habitation. However, paleogenomics research in these climates has been constrained so far by poor ancient DNA yields. Here we compare the performance of two DNA extraction methods on ancient samples of teeth and petrous portions excavated from tropical and semitropical sites in Tanzania, Mexico, and Puerto Rico (N=12).\n\nMaterials and MethodsAll samples were extracted twice, built into double-stranded sequencing libraries, and shotgun sequenced on the Illumina HiSeq 2500. The first extraction protocol, Method D, was previously designed for recovery of ultrashort DNA fragments from skeletal remains. The second, Method H, modifies the first by adding an initial EDTA wash and an extended digestion and decalcification step.\n\nResultsNo significant difference was found in overall ancient DNA yields or post-mortem damage patterns recovered from samples extracted with either method, irrespective of tissue type. However, Method H samples had higher endogenous content and more mapped reads after quality-filtering, but also higher clonality. In contrast, samples extracted with Method D had shorter average DNA fragments.\n\nDiscussionBoth methods successfully recovered endogenous ancient DNA. But, since surviving DNA in ancient or historic remains from tropical contexts is extremely fragmented, our results suggest that Method D is the optimal choice for working with samples from warm and humid environments. Additional optimization of extraction conditions and further testing of Method H with different types of samples may allow for improvement of this protocol in the future.|10.1002/ajpa.23472|biorxiv
10.1101/183996|Genetic architectures of larval pigmentation and color pattern in the redheaded pine sawfly (Neodiprion lecontei)|Linnen, C.; O'Quin, C. T.; Shackleford, T.; Sears, C. R.; Lindstedt, C.|Catherine  Linnen|University of Kentucky|2017-09-03|1|new results|cc_no|genetics|https://www.biorxiv.org/content/early/2017/09/03/183996.source.xml|Pigmentation has emerged as a premier model for understanding the genetic basis of phenotypic evolution, and a growing catalog of color loci is starting to reveal biases in the mutations, genes, and genetic architectures underlying color variation in the wild. However, existing studies have sampled a limited subset of taxa, color traits, and developmental stages. To expand our sample of color loci, we performed quantitative trait locus (QTL) mapping analyses on two types of larval pigmentation traits that vary among populations of the redheaded pine sawfly (Neodiprion lecontei): carotenoid-based yellow body color and melanin-based spotting pattern. For both traits, our QTL models explained a substantial proportion of phenotypic variation and suggested a genetic architecture that is neither monogenic nor highly polygenic. Additionally, we used our linkage map to anchor the current N. lecontei genome assembly. With these data, we identified promising candidate genes underlying: (1) a loss of yellow pigmentation in Mid-Atlantic/northeastern populations (Cameo2 and apoLTP-II/I), and (2) a pronounced reduction in black spotting in Great-Lakes populations (yellow, TH, Dat). Several of these genes also contribute to color variation in other wild and domesticated taxa. Overall, our findings are consistent with the hypothesis that predictable genes of large-effect contribute to color evolution in nature.|10.1534/genetics.118.300793|biorxiv
10.1101/183889|Pan-cancer study of heterogeneous RNA aberrations|Fonseca, N. A.; Kahles, A.; Lehmann, K.-V.; Calabrese, C.; Chateigner, A.; Davidson, N. R.; Demircioglu, D.; He, Y.; Lamaze, F. C.; Li, S.; Liu, D.; Liu, F.; Perry, M. D.; Su, H.; Xiang, L.; Zhang, J.; Amin, S. B.; Bailey, P.; Craft, B.; Frenkel-Morgenstern, M.; Goldman, M.; Greger, L.; Hoadley, K. A.; Hou, Y.; Khurana, E.; Korbel, J. O.; Li, C.; Li, X.; Li, X.; Liu, X.; Lu, Y.; Marin, M. G.; Meyerson, M.; Nandi, T.; Nielsen, M. M.; Ojesina, A. I.; Ouellette, B. F. F.; Pan-Hammarström, Q.; Pedamallu, C. S.; Pedersen, J. S.; Shiraishi, Y.; Siebert, R.; Soulette, C. M.; Stark, S. G.; Tan|Angela N Brooks|University of California, Santa Cruz|2017-09-03|1|new results|cc_no|genomics|https://www.biorxiv.org/content/early/2017/09/03/183889.source.xml|"We present the most comprehensive catalogue of cancer-associated gene alterations through characterization of tumor transcriptomes from 1,188 donors of the Pan-Cancer Analysis of Whole Genomes project. Using matched whole-genome sequencing data, we attributed RNA alterations to germline and somatic DNA alterations, revealing likely genetic mechanisms. We identified 444 associations of gene expression with somatic non-coding single-nucleotide variants. We found 1,872 splicing alterations associated with somatic mutation in intronic regions, including novel exonization events associated with Alu elements. Somatic copy number alterations were the major driver of total gene and allele-specific expression (ASE) variation. Additionally, 82% of gene fusions had structural variant support, including 75 of a novel class called \""bridged\"" fusions, in which a third genomic location bridged two different genes. Globally, we observe transcriptomic alteration signatures that differ between cancer types and have associations with DNA mutational signatures. Given this unique dataset of RNA alterations, we also identified 1,012 genes significantly altered through both DNA and RNA mechanisms. Our study represents an extensive catalog of RNA alterations and reveals new insights into the heterogeneous molecular mechanisms of cancer gene alterations."|NA|biorxiv
10.1101/183913|Evaluating Antioxidant Capacity of Different Propolis Samples from Konya, Turkey and Their Inhibitory Effect on Head and Neck Cancer Cells|Ciftci-Yilmaz, S.; Azman, Z. N.; Kosem, K.; Gunduz, E.; Grenman, R. G.|Sultan  Ciftci-Yilmaz|University of Dammam|2017-09-04|1|confirmatory results|cc_no|pharmacology and toxicology|https://www.biorxiv.org/content/early/2017/09/04/183913.source.xml|Propolis is a resinous mixture collected and used by the honey bees to construct and repair their hives. The component of propolis varies depend on the type of the plants collected. Propolis and its constituents have been subjected to many studies and are known for their antioxidant, antimicrobial and anticarcinogenic properties. In our study, antioxidant and antitumor capacity of propolis from Konya Sakyatan and Kiziloren regions were investigated. According to our result, Kzloren propolis sample possesses higher antioxidant component and antioxidant capacity than Sakyatan sample. Accordingly, Kiziloren sample showed antiproliferative effect at much lower doses compared to the Sakyatan sample. Both samples effectively inhibited the migration of cancer cells at their determined IC50 dosages. Obtained data indicates that constituents of propolis can greatly vary from one sample to another even in the same region and propolis selections for cancer prevention and treatment studies should be carefully considered.|NA|biorxiv
